,class
58825,anomaly
47803,anomaly
119462,normal
73978,anomaly
82,anomaly
34125,anomaly
15195,normal
39852,normal
84965,normal
95392,normal
94832,anomaly
70029,normal
78136,normal
103383,normal
88856,normal
33857,normal
76378,anomaly
75187,anomaly
19596,anomaly
98114,normal
101981,anomaly
27450,normal
58214,normal
59006,anomaly
57036,normal
101356,normal
55417,anomaly
4958,anomaly
24234,normal
32611,normal
85242,normal
23480,anomaly
2146,normal
817,normal
45347,anomaly
69311,normal
94261,normal
82144,normal
38700,anomaly
118966,anomaly
78263,anomaly
95338,normal
3464,normal
121511,anomaly
114169,anomaly
99106,anomaly
14802,normal
94642,normal
74746,normal
26880,anomaly
46471,normal
12068,normal
82703,normal
21813,normal
47550,anomaly
13449,normal
80425,normal
6339,anomaly
24275,normal
9838,normal
111179,anomaly
20640,normal
65410,anomaly
98102,normal
86715,normal
62835,normal
63168,normal
94398,anomaly
120853,normal
33923,normal
18126,anomaly
70531,anomaly
34763,anomaly
18696,normal
105305,normal
101200,normal
42147,anomaly
81860,normal
55383,normal
25847,normal
78430,anomaly
51968,normal
98524,anomaly
93092,anomaly
91548,anomaly
8408,normal
39114,anomaly
53401,anomaly
58881,anomaly
24988,normal
123280,anomaly
49555,normal
10427,normal
59200,normal
117790,normal
60777,anomaly
79122,normal
62929,anomaly
90771,anomaly
6635,normal
77205,anomaly
97991,normal
47872,anomaly
44536,normal
101100,anomaly
91445,normal
76040,normal
87961,anomaly
6281,normal
6460,anomaly
86247,anomaly
14647,normal
39358,anomaly
113479,normal
108881,anomaly
44807,anomaly
58039,normal
44180,normal
43293,anomaly
15586,anomaly
116456,anomaly
35646,normal
58218,anomaly
115277,anomaly
41464,normal
40338,anomaly
50951,anomaly
4842,normal
120526,normal
76146,normal
98609,anomaly
82359,normal
44592,anomaly
29439,anomaly
67730,normal
99905,normal
85088,anomaly
61603,normal
8030,normal
72118,anomaly
98196,normal
76225,normal
4489,normal
92066,anomaly
26782,anomaly
44558,normal
98563,normal
74223,anomaly
82851,anomaly
37138,anomaly
80162,anomaly
17791,anomaly
37227,normal
4481,normal
31937,normal
38859,anomaly
50197,anomaly
71875,normal
104267,anomaly
41921,anomaly
34644,anomaly
111740,normal
87781,anomaly
50842,normal
6227,normal
108970,anomaly
94933,anomaly
54465,anomaly
10287,anomaly
68998,anomaly
101174,anomaly
42251,normal
98736,normal
118771,anomaly
58316,anomaly
63663,normal
89197,normal
64056,anomaly
20005,anomaly
36512,normal
115846,anomaly
13960,anomaly
90561,normal
57900,anomaly
65161,anomaly
34907,normal
22146,normal
5010,normal
101956,anomaly
107154,normal
82571,anomaly
56671,normal
24242,normal
20244,normal
30501,normal
7042,normal
31117,anomaly
125895,normal
77008,anomaly
85072,anomaly
48560,normal
5455,normal
73360,normal
59734,normal
25547,normal
84385,normal
81066,normal
116104,normal
32558,normal
30132,anomaly
21505,normal
38996,anomaly
112937,anomaly
103679,normal
44089,anomaly
59130,anomaly
45598,anomaly
29409,normal
105911,normal
7530,normal
79236,normal
83383,anomaly
88510,anomaly
60514,normal
84782,anomaly
105622,normal
23128,normal
6381,normal
11544,anomaly
108020,anomaly
4360,anomaly
8234,anomaly
103488,anomaly
5516,normal
32234,anomaly
71,anomaly
21167,anomaly
28883,normal
116660,normal
98568,normal
112473,normal
69659,normal
104976,normal
60513,normal
46774,anomaly
104696,anomaly
89731,normal
70040,normal
105052,normal
52350,anomaly
98814,normal
61216,anomaly
71599,normal
55347,anomaly
63241,normal
61481,normal
44819,anomaly
40488,anomaly
98208,normal
91687,anomaly
75217,anomaly
72112,normal
17650,normal
112362,anomaly
2879,anomaly
21149,anomaly
55516,normal
69908,normal
96357,normal
2325,anomaly
121781,anomaly
120981,normal
95276,normal
28547,normal
40989,anomaly
65599,anomaly
121146,anomaly
70284,normal
7234,anomaly
80969,anomaly
102680,normal
117186,normal
124738,anomaly
66373,anomaly
102670,anomaly
6797,normal
64086,normal
71698,normal
110822,normal
106247,normal
78294,anomaly
92182,normal
73624,anomaly
121593,normal
39396,normal
53327,anomaly
19067,normal
14138,anomaly
69394,anomaly
8685,anomaly
125312,normal
116246,normal
15616,normal
116,anomaly
121588,anomaly
108624,normal
53750,normal
4585,anomaly
105174,anomaly
8066,normal
80802,anomaly
119772,anomaly
88783,anomaly
28269,anomaly
19752,normal
92322,anomaly
35894,anomaly
103338,normal
118467,normal
24849,anomaly
105049,normal
4020,anomaly
103692,normal
16825,anomaly
14822,normal
46094,normal
66204,anomaly
124170,anomaly
30595,normal
60363,normal
113949,normal
60928,normal
102617,anomaly
17016,normal
31942,normal
117092,normal
24057,normal
90564,normal
101730,anomaly
30842,anomaly
103738,normal
101804,anomaly
13298,normal
17031,normal
77796,anomaly
6202,normal
76217,normal
22839,normal
88548,anomaly
50548,normal
95590,anomaly
4730,normal
29671,normal
257,normal
58501,normal
86977,normal
5853,anomaly
38841,anomaly
19471,anomaly
25877,normal
24927,normal
101954,normal
30248,normal
48230,anomaly
125151,anomaly
48744,normal
37064,anomaly
92727,normal
92337,anomaly
14206,normal
56533,normal
93739,normal
17816,normal
117879,normal
9052,normal
97971,normal
125865,normal
17597,normal
60899,normal
93360,anomaly
4455,normal
61242,anomaly
47665,normal
22179,anomaly
13241,normal
40236,anomaly
4351,anomaly
82332,anomaly
30101,normal
48234,anomaly
46509,normal
29393,normal
29903,normal
103357,anomaly
94526,anomaly
96112,normal
109924,normal
22081,normal
124077,anomaly
106088,anomaly
62521,normal
68438,anomaly
87730,normal
40411,normal
125375,normal
23215,anomaly
119621,anomaly
14443,normal
26195,normal
52085,anomaly
558,anomaly
34657,normal
14135,anomaly
119482,anomaly
80612,normal
17202,normal
11688,normal
30836,anomaly
95617,normal
101050,anomaly
15768,normal
90679,normal
64069,normal
10951,anomaly
23670,anomaly
110996,normal
105317,anomaly
107354,normal
86542,normal
92516,normal
10657,normal
34005,anomaly
43910,anomaly
118644,anomaly
101877,normal
94522,normal
104023,normal
117636,anomaly
28405,anomaly
114036,normal
108743,anomaly
66998,normal
58192,anomaly
72598,anomaly
3612,anomaly
84844,normal
68384,normal
114979,anomaly
74430,anomaly
41602,normal
3875,normal
55405,normal
35942,anomaly
641,normal
4702,normal
17220,anomaly
9226,anomaly
98133,anomaly
22430,normal
10125,normal
55173,normal
7992,normal
62429,anomaly
108910,normal
45946,normal
41067,anomaly
112411,normal
68766,anomaly
107654,anomaly
61466,anomaly
100381,normal
67266,normal
65485,normal
49897,normal
1142,anomaly
31096,anomaly
4445,normal
121441,normal
23407,normal
34450,anomaly
65244,anomaly
122984,anomaly
70083,anomaly
22642,normal
27120,normal
18311,normal
51165,anomaly
37123,anomaly
90793,anomaly
28696,normal
19001,anomaly
68928,normal
23942,normal
60736,normal
52404,anomaly
47197,anomaly
35691,anomaly
74728,normal
69452,normal
61065,normal
104866,normal
25699,anomaly
82033,anomaly
15400,normal
1052,anomaly
94098,anomaly
23276,anomaly
63907,normal
96935,anomaly
52994,normal
83756,anomaly
99212,normal
111552,anomaly
123488,anomaly
77142,normal
79263,normal
106681,normal
51775,normal
105062,anomaly
110912,normal
59000,anomaly
63741,anomaly
62960,normal
115993,anomaly
34078,anomaly
11427,normal
103400,anomaly
120599,normal
91958,anomaly
86159,anomaly
9041,anomaly
30627,anomaly
95361,anomaly
78846,normal
74737,anomaly
62201,anomaly
118601,normal
40392,normal
31521,normal
69036,anomaly
67648,normal
7764,anomaly
5025,normal
51793,anomaly
59355,anomaly
5478,normal
40425,normal
29132,anomaly
10522,normal
64870,normal
36872,anomaly
116426,normal
55259,normal
32065,anomaly
12838,anomaly
48667,normal
12287,anomaly
108873,anomaly
84921,normal
30807,normal
35523,normal
1377,normal
14454,normal
82041,normal
124913,normal
124677,normal
89101,anomaly
1939,anomaly
97335,anomaly
38171,normal
28232,anomaly
121897,anomaly
114426,normal
70387,normal
12721,normal
54115,anomaly
23802,normal
86152,anomaly
114637,anomaly
74404,normal
112475,normal
2720,normal
48175,anomaly
78899,anomaly
19311,normal
22290,anomaly
94541,anomaly
51596,anomaly
74029,anomaly
1707,normal
26904,normal
73147,normal
115434,anomaly
53155,normal
58877,normal
29357,normal
49658,anomaly
4806,anomaly
55223,anomaly
79663,anomaly
39075,normal
53166,anomaly
123234,anomaly
35311,normal
36346,anomaly
103192,normal
72068,normal
46264,normal
94695,normal
69136,anomaly
12485,normal
90641,normal
46718,normal
119357,normal
89943,anomaly
66592,normal
75108,anomaly
26731,anomaly
110548,normal
21308,normal
120518,normal
70760,normal
79496,anomaly
7993,normal
124608,anomaly
74756,normal
80157,normal
62926,normal
110442,anomaly
78011,normal
111363,normal
15950,anomaly
67080,normal
65879,anomaly
70038,anomaly
49033,anomaly
50707,normal
38222,normal
26770,anomaly
2397,normal
108456,anomaly
72519,normal
105838,normal
108762,normal
12425,anomaly
97903,normal
110237,normal
79389,anomaly
117556,normal
118603,anomaly
97968,anomaly
49308,anomaly
90235,normal
103305,anomaly
100526,normal
104415,normal
98441,normal
114102,anomaly
63387,normal
75716,anomaly
15109,anomaly
46811,normal
17887,normal
64003,normal
56041,normal
104712,normal
65659,normal
88045,anomaly
91946,anomaly
46767,normal
119148,normal
106136,normal
110382,normal
64208,anomaly
115571,anomaly
49938,normal
33914,anomaly
11736,anomaly
106273,normal
66661,anomaly
89409,anomaly
125598,anomaly
35263,normal
79310,anomaly
115065,normal
21874,normal
55763,normal
23206,anomaly
33260,anomaly
65597,normal
125362,anomaly
104618,normal
120090,anomaly
4839,anomaly
17025,normal
76385,anomaly
97700,anomaly
94530,normal
20553,anomaly
88477,anomaly
4844,anomaly
124901,normal
36057,normal
59475,anomaly
44677,anomaly
31711,anomaly
39276,anomaly
86793,normal
68764,normal
56098,anomaly
41264,anomaly
20215,anomaly
124334,anomaly
79537,normal
52642,anomaly
93466,anomaly
111238,anomaly
17476,normal
7918,anomaly
5642,normal
113086,anomaly
63628,normal
28764,normal
42191,normal
108977,anomaly
81849,normal
12193,normal
100979,anomaly
104356,anomaly
18798,anomaly
80407,anomaly
116754,anomaly
74106,normal
113054,anomaly
45985,anomaly
103469,normal
119779,anomaly
75883,normal
116542,normal
93159,anomaly
45653,normal
58352,anomaly
94427,normal
13128,normal
40124,anomaly
743,normal
37103,normal
2380,anomaly
31454,normal
64748,normal
22248,normal
80367,anomaly
121959,normal
51703,normal
37783,normal
68636,normal
23357,normal
35243,normal
98274,normal
63623,anomaly
49818,anomaly
73367,normal
75111,anomaly
62096,anomaly
55572,anomaly
113954,anomaly
65291,normal
89696,anomaly
59989,normal
50416,anomaly
38824,normal
3230,normal
22814,anomaly
112867,anomaly
86721,anomaly
94268,normal
44940,normal
75792,normal
66934,anomaly
20360,normal
84273,normal
122754,normal
81246,anomaly
62289,anomaly
28476,anomaly
5459,anomaly
85568,normal
27809,anomaly
8670,normal
70368,normal
55272,anomaly
99863,normal
80707,normal
72901,normal
78862,normal
40434,normal
9513,normal
52152,normal
41528,normal
37633,normal
15218,anomaly
105425,anomaly
111682,normal
86443,normal
102857,normal
100002,anomaly
113206,anomaly
112030,anomaly
26810,normal
125386,normal
53383,normal
9333,normal
118231,normal
44808,anomaly
87584,normal
50618,normal
121722,normal
115176,normal
25549,anomaly
53834,normal
74447,normal
1616,anomaly
51569,anomaly
32545,anomaly
2961,normal
69656,normal
92009,anomaly
87866,anomaly
77301,normal
83745,anomaly
9440,anomaly
39980,normal
95421,anomaly
2829,normal
76074,anomaly
94666,normal
96702,normal
83765,normal
49602,normal
97287,normal
92900,normal
4865,anomaly
67903,normal
47556,normal
27763,normal
23700,normal
122789,normal
82317,normal
57566,normal
107639,normal
28736,anomaly
87184,anomaly
15458,anomaly
63235,anomaly
1383,normal
37742,normal
30761,normal
5765,normal
102774,anomaly
24640,normal
66301,normal
121925,normal
34633,normal
76196,anomaly
42184,anomaly
39356,normal
110485,normal
107575,anomaly
65288,anomaly
103582,anomaly
44665,normal
112811,normal
16894,normal
88748,anomaly
22090,normal
46782,normal
68823,normal
17854,normal
81920,anomaly
41775,normal
107084,anomaly
47105,normal
30700,anomaly
22362,anomaly
28631,normal
21009,normal
4071,normal
15574,anomaly
63702,normal
28936,normal
95627,anomaly
62831,anomaly
82913,normal
68739,normal
97838,anomaly
107382,normal
65567,normal
40684,normal
102822,normal
76717,normal
18707,anomaly
30166,normal
83919,normal
37140,anomaly
14478,normal
40043,anomaly
26225,anomaly
118332,normal
1157,anomaly
81346,normal
10413,normal
10466,normal
11602,normal
84379,normal
121714,normal
104517,anomaly
63429,anomaly
20242,anomaly
93155,normal
60172,normal
103369,normal
62251,anomaly
35540,normal
86189,anomaly
53897,normal
109710,anomaly
1417,normal
14709,normal
3588,normal
94197,anomaly
92031,normal
95508,anomaly
58295,normal
118994,anomaly
114445,anomaly
76338,normal
88696,anomaly
71963,normal
55282,anomaly
71444,anomaly
3876,anomaly
70169,normal
26156,normal
48248,normal
53186,normal
63493,anomaly
38086,normal
26085,anomaly
101160,anomaly
97875,anomaly
31316,normal
72437,normal
47536,normal
94015,normal
37397,normal
80973,normal
115834,normal
114863,anomaly
22167,normal
95075,normal
56230,normal
101870,normal
68525,normal
116153,anomaly
38671,normal
70823,normal
63616,normal
67617,normal
80349,normal
71461,normal
57590,normal
39793,anomaly
60487,normal
65662,anomaly
115815,normal
5430,anomaly
20767,normal
40562,anomaly
30145,normal
103922,anomaly
5685,anomaly
117432,normal
84038,normal
68832,normal
124815,anomaly
58526,normal
12025,normal
62038,normal
73498,anomaly
80394,normal
50937,anomaly
123275,normal
69439,normal
56941,normal
98455,anomaly
56669,anomaly
122427,normal
79824,normal
40897,normal
48473,anomaly
36350,anomaly
89983,anomaly
97105,normal
29838,normal
93577,anomaly
81822,normal
96960,normal
97750,normal
101642,anomaly
72060,normal
66279,normal
15747,anomaly
10136,anomaly
110601,anomaly
101568,anomaly
97140,normal
66327,normal
41354,normal
39361,normal
68604,anomaly
45972,normal
63467,anomaly
1321,anomaly
941,anomaly
104419,normal
48187,anomaly
88695,normal
32472,anomaly
86976,anomaly
70657,normal
13214,normal
75346,normal
14789,anomaly
3759,anomaly
45631,anomaly
31107,anomaly
91927,anomaly
22969,normal
42866,normal
54282,normal
14517,normal
111405,normal
85321,normal
104691,anomaly
87677,normal
77041,anomaly
117063,normal
109919,normal
83495,anomaly
56246,normal
119573,anomaly
84519,anomaly
32836,normal
10250,anomaly
31682,normal
30617,anomaly
88297,normal
84645,anomaly
26628,anomaly
43403,normal
22590,anomaly
21376,normal
125231,normal
10044,normal
100472,anomaly
93927,anomaly
110567,normal
46306,normal
43760,normal
44895,anomaly
78489,normal
87717,anomaly
57178,normal
96034,normal
88361,anomaly
75104,normal
6099,anomaly
10347,anomaly
48326,normal
63101,anomaly
16507,normal
121249,anomaly
104236,normal
86225,normal
73109,anomaly
11462,normal
71236,normal
69146,anomaly
17363,normal
1521,anomaly
29566,anomaly
116551,normal
74111,anomaly
2464,anomaly
33953,anomaly
35013,anomaly
51985,normal
25890,normal
100533,normal
25505,anomaly
90803,normal
60014,anomaly
108131,normal
104270,normal
8057,normal
81725,normal
114437,normal
41170,anomaly
79660,normal
104855,anomaly
40900,normal
15452,anomaly
57211,normal
67535,anomaly
1631,normal
117741,normal
9612,anomaly
43418,normal
123598,anomaly
346,anomaly
29185,anomaly
79378,anomaly
42297,anomaly
120766,anomaly
87079,normal
117616,anomaly
100393,normal
82101,anomaly
9650,anomaly
81806,anomaly
17802,normal
25887,normal
20287,normal
51871,normal
102530,anomaly
61980,normal
17024,anomaly
75835,anomaly
43858,anomaly
82721,normal
40062,normal
74048,anomaly
119650,normal
116849,anomaly
101855,anomaly
121213,normal
110925,anomaly
96411,anomaly
26471,normal
8003,normal
66737,normal
32232,normal
74860,normal
121212,normal
22418,anomaly
68569,normal
60681,normal
26084,normal
62189,normal
51896,anomaly
75960,anomaly
27913,normal
9081,anomaly
76110,anomaly
79097,normal
87619,normal
101273,anomaly
103440,normal
122896,normal
25312,normal
59354,anomaly
85043,anomaly
37111,anomaly
83500,normal
101177,anomaly
117487,anomaly
58592,normal
10203,normal
51149,normal
115409,normal
94249,normal
5505,normal
68160,anomaly
54718,normal
93413,anomaly
95543,anomaly
66349,normal
4226,anomaly
104314,anomaly
31701,anomaly
51870,anomaly
25401,normal
69356,normal
123367,anomaly
61943,anomaly
65109,anomaly
34979,normal
121856,anomaly
23903,normal
89513,normal
48638,normal
28279,anomaly
83548,anomaly
58116,normal
117495,normal
105313,normal
111064,normal
73080,anomaly
72496,anomaly
85660,normal
24993,normal
122654,normal
93541,anomaly
60420,anomaly
23836,normal
48561,anomaly
31898,normal
112034,normal
41059,normal
18668,normal
84400,normal
54565,anomaly
17054,anomaly
55861,anomaly
72547,anomaly
96089,anomaly
66953,normal
22077,normal
69017,anomaly
80381,anomaly
83614,anomaly
118381,normal
54694,normal
7931,normal
62841,anomaly
3481,normal
41303,anomaly
31858,anomaly
43657,normal
104003,normal
40305,anomaly
110000,anomaly
88729,anomaly
64004,normal
64775,normal
115974,anomaly
108312,normal
125972,normal
54005,normal
106249,normal
68677,anomaly
69894,anomaly
59376,normal
9143,anomaly
48121,normal
42794,anomaly
13100,normal
30038,anomaly
36119,anomaly
117320,normal
9240,anomaly
67249,normal
122940,normal
112431,normal
56593,anomaly
76522,normal
57650,normal
16660,anomaly
96615,anomaly
57328,anomaly
60415,anomaly
27917,anomaly
14749,anomaly
97344,anomaly
116823,anomaly
47283,anomaly
87790,anomaly
9323,normal
77500,normal
111809,anomaly
50232,normal
36537,normal
124204,anomaly
57947,normal
116591,normal
